ITEM,AIN,MIN BID,IMP,NSB#,LEGAL DESCRIPTION,LOCATION,PROPERTY ADDRESS,clean_address,Latitude,Longitude
1874,3053-019-009,"$8,284",,536,"THAT PART SW OF S P R R R W AND SIERRA HIGHWAY OF N 250 FT OF S 690 FT OF
E 990 FT OF S 1/2 OF SW 1/4 OF SEC 2 T 5N R 12W",COUNTY OF LOS ANGELES,VACANT LOT,VACANT LOT,,
1875,3053-019-011,"$7,569",,536,"LOT COM W 990 FT AND S 880 FT FROM INTERSECTION OF N AND S C/L OF SEC 2 T
5N R 12W WITH N LINE OF S 1/2 OF SW 1/4 OF SD SEC TH S 440 FT TH E ON S LINE
OF SD SEC TO W LINE OF E 4 ACS EX OF ST OF S 440 FT OF SEC 2 LYING W OF S P
R R 200 FT WIDE TH N ON SD W LINE 440 FT TH W TO BEG PART OF SE 1/4 OF SW
1/4 OF SEC 2 T 5N R 12W",COUNTY OF LOS ANGELES,VACANT LOT,VACANT LOT,,
1876,3053-028-029,"$3,491",,536,"*THAT POR LYING N OF LAND DESC IN DOC 0678595, 77-6-27 OF E 1/2 OF E 1/2 OF
SE 1/4 OF NW 1/4 OF SEC 13 T 5N R 12W",COUNTY OF LOS ANGELES,"VAC/VIC PEARBLOSSOM HWY/SMALL RD PALMDALE
CA 93550 0000",VAC/VIC PEARBLOSSOM HWY/SMALL RD PALMDALE CA 93550,,
1877,3053-031-012,"$7,525",,536,5 ACS E 1/2 OF SE 1/4 OF NE 1/4 OF SW 1/4 OF SEC 13 T 5N R 12W,COUNTY OF LOS ANGELES,"VAC/CARSON MESA RD/VIC CHELSEA PALMDALE CA
93550 0000",VAC/CARSON MESA RD/VIC CHELSEA PALMDALE CA 93550,,
1878,3053-035-422,"$41,486",Y,536,*TR=31919 LOT 41,CITY-PALMDALE,"36732 SPANISH BROOM DR PALMDALE CA 93550
5936",36732 SPANISH BROOM DR PALMDALE CA 93550,34.549655,-118.080112
1879,3053-059-006,"$9,427",Y,536,TR=43581 LOT 57,CITY-PALMDALE,1931 SHAMROCK AVE PALMDALE CA 93550 7385,1931 SHAMROCK AVE PALMDALE CA 93550,34.5503381,-118.0948379
1880,3053-061-017,"$16,441",,536,TR=44430 LOT 48,COUNTY OF LOS ANGELES,"VAC/UPLAND CT/VIC LAGO LINDO RD PALMDALE CA
93550 0000",VAC/UPLAND CT/VIC LAGO LINDO RD PALMDALE CA 93550,,
1881,3054-023-021,"$6,663",,536,"W 1/2 OF NE 1/4 OF NE 1/4 OF SW 1/4 AND NW 1/4 OF NE 1/4 OF SW 1/4 OF SEC 10 T
5N R 12W",COUNTY OF LOS ANGELES,VAC/VIC AVE T8/2 STE FOOTHILL CA 93551 0000,VAC/VIC AVE T8/2 STE FOOTHILL CA 93551,,
1882,3056-008-015,"$19,270",,536,20 MORE OR LESS ACS S 1/2 OF SE 1/4 OF NE 1/4 OF SEC 23 T 5N R 12W,COUNTY OF LOS ANGELES,"VAC/VIC ANGELES HWY/CARSON MESA ACTON CA
93510 0000",VAC/VIC ANGELES HWY/CARSON MESA ACTON CA 93510,,
1883,3056-009-050,"$5,085",,536,SE 1/4 OF SE 1/4 OF SE 1/4 OF NE 1/4 OF SEC 24 T 5N R 12W,COUNTY OF LOS ANGELES,"VAC/VIC RICHTER LN/ANGELES HWY ACTON CA
93510 0000",VAC/VIC RICHTER LN/ANGELES HWY ACTON CA 93510,,
1884,3056-009-071,"$9,300",,536,NE 1/4 OF SW 1/4 OF NE 1/4 OF NW 1/4 OF SEC 24 T5N R12W,COUNTY OF LOS ANGELES,"VAC/VIC RICHTER LN/ANGELES HWY ACTON CA
93510 0000",VAC/VIC RICHTER LN/ANGELES HWY ACTON CA 93510,,
1885,3056-018-048,"$3,341",,536,"LOT COM AT SW COR OF N 1/2 OF NE 1/4 OF SW 1/4 OF SEC 34 T 5N R 12W TH N TO
E AND W C/L OF SD SEC TH E TO A LINE PARALLEL WITH AND DIST NW AT R/A 80
FT FROM A LINE WHICH BEARS S 7¢53'16"" W FROM A PT IN SD C/L W THEREON
438.36 FT FROM NW LINE OF EASE DESC IN OR 3476-27 TO SO CALIF EDISON CO TH
SW ON SD PAR- ALLEL LINE TO S LINE OF SD N 1/2 OF NE 1/4 OF SW 1/4 TH W TO
BEG PART OF N 1/2 OF NE 1/4 OF SW 1/4 OF SEC 34 T 5N R 12W",COUNTY OF LOS ANGELES,"VAC/VIC SEARCHLIGHT/JUNIPER RIDG ACTON CA
93550 0000",VAC/VIC SEARCHLIGHT/JUNIPER RIDG ACTON CA 93550,,
1886,3056-019-024,"$19,219",Y,536,"THAT PART NW OF SOLEDAD CANYON RD AND SE OF FRWY PER MM518 OF W 1/2
OF SE 1/4 OF NE 1/4 OF SW 1/4 OF SEC 28 T 5N R 12W",COUNTY OF LOS ANGELES,1235 SOLEDAD CANYON RD ACTON CA 93510 2402,1235 SOLEDAD CANYON RD ACTON CA 93510,34.4705647,-118.1913977
1887,3056-024-061,"$14,614",,536,TR=46647 LOT 6,COUNTY OF LOS ANGELES,"VAC/DOLORES PL(NOG/VIC PETES WY ACTON CA
93510 0000",VAC/DOLORES PL(NOG/VIC PETES WY ACTON CA 93510,,
1888,3056-024-062,"$14,219",,536,TR=46647 LOT 7,COUNTY OF LOS ANGELES,"VAC/DOLORES PL(NOG/VIC PETES WY ACTON CA
93510 0000",VAC/DOLORES PL(NOG/VIC PETES WY ACTON CA 93510,,
1889,3056-024-067,"$12,245",,536,TR=46647 LOT 5,COUNTY OF LOS ANGELES,"VAC/DOLORES PL(NOG)/VIC PETES WY ACTON CA
93510 0000",VAC/DOLORES PL(NOG)/VIC PETES WY ACTON CA 93510,,
1890,3056-030-016,"$18,547",,536,E 1066.97 FT OF SE 1/4 OF SW 1/4 OF SEC 35 T 5N R 12W,COUNTY OF LOS ANGELES,"VAC/VIC ANGELES FOREST HWY/JUNIP ACTON CA
93550 0000",VAC/VIC ANGELES FOREST HWY/JUNIP ACTON CA 93550,,
1891,3057-005-036,"$28,570",,536,*S 1/2 OF SE 1/4 OF SE 1/4 OF NE 1/4 OF SEC 16 T 5N R 12W,COUNTY OF LOS ANGELES,"VAC/VIC EAGLE BUTTE RD/TUCKERWAY ACTON CA
93510 0000",VAC/VIC EAGLE BUTTE RD/TUCKERWAY ACTON CA 93510,,
1892,3057-005-046,"$11,366",,536,*NE 1/4 OF NE 1/4 OF SEC 16 T 5N R 12W,COUNTY OF LOS ANGELES,"VAC/TUCKERWAY RANCH RD/VIC EAGLE ACTON CA
93510 0000",VAC/TUCKERWAY RANCH RD/VIC EAGLE ACTON CA 93510,,
1893,3057-007-016,"$7,591",,536,SW 1/4 OF NW 1/4 OF SEC 15 T 5N R 12W,COUNTY OF LOS ANGELES,"VAC/TUCKERWAY RANCH RD/VIC EAGLE ACTON CA
93510 0000",VAC/TUCKERWAY RANCH RD/VIC EAGLE ACTON CA 93510,,
1894,3057-020-023,"$5,673",,536,P M 307-63-65 LOT 4,COUNTY OF LOS ANGELES,"VAC/DESERT RD/VIC CLANFIELD ST ACTON CA 93510
0000",VAC/DESERT RD/VIC CLANFIELD ST ACTON CA 93510,,
1895,3057-032-012,"$2,397",,536,TR=49240 LOT 12,COUNTY OF LOS ANGELES,"VAC/MCENNERY CYN RD/VIC MALIA CT ACTON CA
93510 0000",VAC/MCENNERY CYN RD/VIC MALIA CT ACTON CA 93510,,
1896,3058-008-023,"$26,298",,536,*SE 1/4 OF NE 1/4 OF SW 1/4 OF SEC 5 T 4N R 12W,COUNTY OF LOS ANGELES,"VAC/16 STW/VIC AVE Y8 MOUNT GLEASON 93510
0000",VAC/16 STW/VIC AVE Y8 MOUNT GLEASON 93510,,
1897,3059-005-038,"$7,090",,536,S 1/2 OF W 1/2 OF LOT 6 IN SEC 32 T 5N R 10W,COUNTY OF LOS ANGELES,VAC/VIC AVE X15/96 STE JUNIPER HILLS 93543 0000,VAC/VIC AVE X15/96 STE JUNIPER HILLS 93543,,
1898,3059-009-062,"$2,987",,536,W 1/2 OF LOT 1 IN SEC 4 T 4N R 10W,COUNTY OF LOS ANGELES,"VAC/VIC FORT TEJON/106 STE JUNIPER HILLS 93543
0000",VAC/VIC FORT TEJON/106 STE JUNIPER HILLS 93543,,
1899,3059-010-037,"$5,056",,536,"N 1/2 OF NW 1/4 OF LOT 9, IN SEC 5 T 4N R 10W",COUNTY OF LOS ANGELES,VAC/VIC AVE Y6/96 STE JUNIPER HILLS 93543 0000,VAC/VIC AVE Y6/96 STE JUNIPER HILLS 93543,,
1900,3059-013-004,"$2,522",,536,"S 41.25 FT OF N 82.5 FT OF NW 1/4 OF SE 1/4 OF NE 1/4 OF LOT 11 IN SEC 6 T 4N R
10W",COUNTY OF LOS ANGELES,VAC/VIC AVE Y4/96 STE JUNIPER HILLS 93543 0000,VAC/VIC AVE Y4/96 STE JUNIPER HILLS 93543,,
1901,3059-017-076,"$6,026",,536,SE 1/4 OF SW 1/4 OF NE 1/4 OF SE 1/4 OF SEC 8 T 4N R 10W,COUNTY OF LOS ANGELES,"VAC/104 STE(DRT)/VIC AVE Z10 STE JUNIPER HILLS
93543 0000",VAC/104 STE(DRT)/VIC AVE Z10 STE JUNIPER HILLS 93543,,
1902,3059-018-115,"$4,152",,536,W 1/2 OF SW 1/4 OF SE 1/4 OF NE 1/4 EX OF ST OF SEC 8 T4N R10W,COUNTY OF LOS ANGELES,"VAC/CIMA MESA(PAV)/VIC 104 STE JUNIPER HILLS
93543 0000",VAC/CIMA MESA(PAV)/VIC 104 STE JUNIPER HILLS 93543,,
1903,3059-023-029,"$3,187",,536,N 1/2 OF NE 1/4 OF SE 1/4 OF SE 1/4 OF SEC 9 T 4N R 10W,COUNTY OF LOS ANGELES,"VAC/VIC JUNIPER MESA/113 STE JUNIPER HILLS
93543 0000",VAC/VIC JUNIPER MESA/113 STE JUNIPER HILLS 93543,,
1904,3060-027-004,"$8,462",,522,"LOT COM AT NW COR OF LAND DESC IN DOC NO 331, 8-25-64 TO BELA LIENER TH E
ON N LINE OF SD LAND TO E LINE OF W 1/2 OF N 1/2 OF THAT PART W OF C/L OF
LONGVIEW RD OF N 1/2 OF E 1/2 OF LOT 1 IN NW 1/4 OF SEC 2 T 4N R 10W TH N ON
SD E LINE TO S LINE OF LOT 2 IN SD NW 1/4 TH W THEREON TO E LINE OF W 1/2 OF
SD LOT 1 TH S TO BEG PART OF LOT 1 IN NW 1/4 OF SEC 2 T 4N R 10W",COUNTY OF LOS ANGELES,"VAC/VIC LONGVIEW RD/AVE Y4 JUNIPER HILLS 93543
0000",VAC/VIC LONGVIEW RD/AVE Y4 JUNIPER HILLS 93543,,
1905,3060-032-021,"$4,458",,522,RECORD OF SURVEY AS PER BK 75 P 22 OF R S LOT 21,COUNTY OF LOS ANGELES,"VAC/125 STE/VIC TUMBLEWEED RD JUNIPER HILLS
93543 0000",VAC/125 STE/VIC TUMBLEWEED RD JUNIPER HILLS 93543,,
1906,3061-012-014,"$6,000",,522,20 ACS W 1/2 OF LOT 8 IN SEC 18 T 4N R 9W,COUNTY OF LOS ANGELES,"VAC/VIC VALYERMO RD/157 STE MOUNT WATERMAN
93544 0000",VAC/VIC VALYERMO RD/157 STE MOUNT WATERMAN 93544,,
1907,3061-021-032,"$3,266",,522,"S 264 FT OF N 528 FT OF W 1/2 OF E 1/2 OF E 1/2 OF NE 1/4 OF SE 1/4 OF SEC 5 T 4N
R 9W",COUNTY OF LOS ANGELES,"VAC/VIC AVE Y8/VIC 165 STE MOUNT WATERMAN
93544 0000",VAC/VIC AVE Y8/VIC 165 STE MOUNT WATERMAN 93544,,
1908,3061-021-038,"$2,373",,522,"S 264 FT OF N 1056 FT OF W 1/2 OF E 1/2 OF E 1/2 OF NE 1/4 OF SE 1/4 OF SEC 5 T
4N R 9W",COUNTY OF LOS ANGELES,"VAC/VIC AVE Y8/VIC 165 STE MOUNT WATERMAN
93544 0000",VAC/VIC AVE Y8/VIC 165 STE MOUNT WATERMAN 93544,,
1909,3061-037-014,"$2,742",,522,N 132 FT OF E 1/2 OF W 1/2 OF SE 1/4 OF SE 1/4 OF SEC 33 T 5N R 9W,COUNTY OF LOS ANGELES,"VAC/VIC BOBS GAP RD/175 STE MOUNT WATERMAN
93544 0000",VAC/VIC BOBS GAP RD/175 STE MOUNT WATERMAN 93544,,
1910,3061-039-012,"$3,557",,522,NE 1/4 OF SW 1/4 OF NE 1/4 OF SW 1/4 OF SEC 33 T 5N R 9W,COUNTY OF LOS ANGELES,"VAC/VIC AVE X8/BOBS GAP RD MOUNT WATERMAN
93544 0000",VAC/VIC AVE X8/BOBS GAP RD MOUNT WATERMAN 93544,,
1911,3062-002-101,"$2,678",,522,E 1/2 OF W 1/2 OF SE 1/4 OF SE 1/4 OF SW 1/4 OF SEC 1 T 4N R 9W,COUNTY OF LOS ANGELES,"VAC/AVE Z/VIC 200 STE MOUNT WATERMAN 93544
0000",VAC/AVE Z/VIC 200 STE MOUNT WATERMAN 93544,,
1912,3062-002-119,"$2,678",,522,*SW 1/4 OF SE 1/4 OF LOT 10 IN NE 1/4 OF SEC 1 T 4N R 9W,COUNTY OF LOS ANGELES,"VAC/AVE Y8/VIC 200 STE MOUNT WATERMAN 93544
0000",VAC/AVE Y8/VIC 200 STE MOUNT WATERMAN 93544,,
1913,3062-004-091,"$2,366",,522,*W 1/2 OF E 1/2 OF S 1/2 OF LOT 10 IN SEC 2 T 4N R 9W,COUNTY OF LOS ANGELES,"VAC/VIC 190 STE/AVE Y8 MOUNT WATERMAN 93544
0000",VAC/VIC 190 STE/AVE Y8 MOUNT WATERMAN 93544,,
1914,3062-005-100,"$7,249",,522,W 1/2 AND SE 1/4 OF SW 1/4 OF LOT 6 IN SEC 3 T 4 N R 9 W,COUNTY OF LOS ANGELES,"VAC/VIC AVE Y4/183 STE MOUNT WATERMAN 93544
0000",VAC/VIC AVE Y4/183 STE MOUNT WATERMAN 93544,,
1915,3062-006-033,"$2,721",,522,N 1/2 OF N 1/2 OF E 1/2 OF W 1/2 OF NE 1/4 OF NE 1/4 OF SEC 10 T 4N R 9W,COUNTY OF LOS ANGELES,"VAC/VIC AVE Z/183 STE MOUNT WATERMAN 93544
0000",VAC/VIC AVE Z/183 STE MOUNT WATERMAN 93544,,
1916,3062-007-051,"$2,138",,522,SW 1/4 OF NE 1/4 OF NE 1/4 OF NW 1/4 OF SEC 11 T 4N R 9W,COUNTY OF LOS ANGELES,"VAC/VIC HOLCOMB RDG/190 STE MOUNT
WATERMAN 93544 0000",VAC/VIC HOLCOMB RDG/190 STE MOUNT WATERMAN 93544,,
1917,3062-013-011,"$5,156",Y,522,"2.5 MORE OR LESS ACS SE 1/4 OF SW 1/4 OF NE 1/4 OF NW 1/4 OF SEC 12 T 4N R
9W",COUNTY OF LOS ANGELES,"VAC/VIC AVE Z/200 STE MOUNT WATERMAN 93544
0000",VAC/VIC AVE Z/200 STE MOUNT WATERMAN 93544,,
1918,3062-016-016,"$2,609",,522,"OFFICIAL MAP OF LOS ANGELES COUNTY AS PER BK 3 PG 10 TO 18 OF O M LOT 26
DIV 7 REG 11",COUNTY OF LOS ANGELES,"VAC/VIC LARGO VISTA/AVE Z(204E) MOUNT
WATERMAN 93544 0000",VAC/VIC LARGO VISTA/AVE Z(204E) MOUNT WATERMAN 93544,,
1919,3062-021-024,"$2,647",,522,"OFFICIAL MAP OF LOS ANGELES COUNTY AS PER BK 3 PG 10 TO 18 OF O M LOT 75
DIV 18 REG 11",COUNTY OF LOS ANGELES,"VAC/VIC LARGO VISTA(204E)/CAMINO MOUNT
WATERMAN 93544 0000",VAC/VIC LARGO VISTA(204E)/CAMINO MOUNT WATERMAN 93544,,
1920,3062-027-017,"$1,584",,522,"OFFICIAL MAP OF LOS ANGELES COUNTY AS PER BK 3 PG 10 TO 18 OF O M LOT 248
DIV 18 REG 11",COUNTY OF LOS ANGELES,"VAC/VIC 195 STE/CAMINO RD MOUNT WATERMAN
93544 0000",VAC/VIC 195 STE/CAMINO RD MOUNT WATERMAN 93544,,
1921,3062-027-034,"$2,167",,522,OFFICIAL MAP OF L A CO LOT 256 DIV 18 REG 11,COUNTY OF LOS ANGELES,"VAC/VIC 195 STE/CAMINO RD MOUNT WATERMAN
93544 0000",VAC/VIC 195 STE/CAMINO RD MOUNT WATERMAN 93544,,
1922,3062-029-010,"$3,858",,522,OFFICIAL MAP OF L A CO LOTS 270 THRU 280 DIV 18 REG 11,COUNTY OF LOS ANGELES,"VAC/VIC 200 STE/CAMINO RD MOUNT WATERMAN
93544 0000",VAC/VIC 200 STE/CAMINO RD MOUNT WATERMAN 93544,,
1923,3062-030-017,"$2,707",,522,"OFFICIAL MAP OF LOS ANGELES COUNTY AS PER BK 3 PG 10 TO 18 OF O M LOT 199
DIV 18 REG 11",COUNTY OF LOS ANGELES,"VAC/VIC 202 STE/CAMINO RD MOUNT WATERMAN
93544 0000",VAC/VIC 202 STE/CAMINO RD MOUNT WATERMAN 93544,,
1924,3062-038-004,"$2,649",,522,TRACT # 10325 LOT 105,COUNTY OF LOS ANGELES,"VAC/COR CALLE DON(204E)/CAM VALY MOUNT
WATERMAN 93544 0000",VAC/COR CALLE DON(204E)/CAM VALY MOUNT WATERMAN 93544,,
1925,3063-005-027,"$3,486",,522,S 1/2 OF SW 1/4 OF NE 1/4 OF NW 1/4 OF SEC 13 T 4N R 9W,COUNTY OF LOS ANGELES,"VAC/VIC LARGO VIS/2 MI N BG PINE MOUNT
WATERMAN 93544 0000",VAC/VIC LARGO VIS/2 MI N BG PINE MOUNT WATERMAN 93544,,
1926,3063-005-029,"$3,486",,522,S 1/2 OF NW 1/4 OF NE 1/4 OF NW 1/4 OF SEC 13 T 4N R 9W,COUNTY OF LOS ANGELES,"VAC/VIC LARGO VIS/2 MI N BG PINE MOUNT
WATERMAN 93544 0000",VAC/VIC LARGO VIS/2 MI N BG PINE MOUNT WATERMAN 93544,,
1927,3063-005-030,"$3,486",,522,N 1/2 OF NW 1/4 OF NE 1/4 OF NW 1/4 OF SEC 13 T 4N R 9W,COUNTY OF LOS ANGELES,"VAC/VIC LARGO VIS/2 MI N BG PINE MOUNT
WATERMAN 93544 0000",VAC/VIC LARGO VIS/2 MI N BG PINE MOUNT WATERMAN 93544,,
1928,3063-006-022,"$6,569",,522,S 10 ACS OF W 20 ACS OF E 25 ACS OF SW 1/4 OF NE 1/4 OF SEC 14 T 4N R 9W,COUNTY OF LOS ANGELES,VAC/VIC BIG PINES MOUNT WATERMAN 93544 0000,VAC/VIC BIG PINES MOUNT WATERMAN 93544,,
1929,3063-007-007,"$6,583",,522,W 1/2 OF W 1/2 OF SW 1/4 OF NE 1/4 OF SEC 15 T 4N R 9W,COUNTY OF LOS ANGELES,VAC/VIC BIG PINES MOUNT WATERMAN 93544 0000,VAC/VIC BIG PINES MOUNT WATERMAN 93544,,
1930,3064-014-029,"$4,464",,515,"W 1/2 OF E 1/2 OF S 1/2 OF S 1/2 OF N 1/2 OF THAT PART OF NE 1/4 LYING W OF A
LINE WHICH EXTENDS FROM A PT IN N LINE OF SD NE 1/4 E THEREON 1314.96 FT
FROM NW COR OF SD NE 1/4 TO A PT IN S LINE OF SD NE 1/4 E THEREON 1312.93
FT FROM SW COR OF SD NE 1/4 OF SEC 13 T 4N R 8W",COUNTY OF LOS ANGELES,"VAC/VIC AVE Z14/260 STE MOUNT WATERMAN 93544
0000",VAC/VIC AVE Z14/260 STE MOUNT WATERMAN 93544,,
1931,3064-020-041,"$6,226",,515,N 1/2 OF N 1/2 OF NW 1/4 OF NW 1/4 OF NE 1/4 OF SEC 24 T4N R8W,COUNTY OF LOS ANGELES,"VAC/VIC BIG PINES/260 STE MOUNT WATERMAN
93544 0000",VAC/VIC BIG PINES/260 STE MOUNT WATERMAN 93544,,
1932,3064-029-024,"$3,211",,515,HAMBERGS SUB OF SE 1/4 SEC 1 T 4N R 8W LOT 24,COUNTY OF LOS ANGELES,"VAC/258 STE(DRT)/VIC AVE Y10 MOUNT WATERMAN
93544 0000",VAC/258 STE(DRT)/VIC AVE Y10 MOUNT WATERMAN 93544,,
1933,3065-030-011,"$2,605",Y,515,TRACT # 23533 LOT 11,COUNTY OF LOS ANGELES,"26609 SWALLOWHILL DR WRIGHTWOOD CA 93544
0000",26609 SWALLOWHILL DR WRIGHTWOOD CA 93544,34.366643,-117.657585
1937,3072-005-022,"$2,668",Y,522,TRACT NO 28494 LOT 173,COUNTY OF LOS ANGELES,"17218 LAKESPRING AVE LAKE LOS ANGEL 93591
3323",17218 LAKESPRING AVE LAKE LOS ANGEL 93591,,
1938,3072-021-018,"$2,318",Y,522,TRACT NO 28493 LOT 48,COUNTY OF LOS ANGELES,40100 179TH ST E PALMDALE CA 93591 3172,40100 179TH ST E PALMDALE CA 93591,,
1939,3073-007-015,"$6,787",Y,522,TRACT NO 28486 LOT 115,COUNTY OF LOS ANGELES,40261 168TH ST E PALMDALE CA 93591 3030,40261 168TH ST E PALMDALE CA 93591,,
1940,3074-019-028,"$8,938",Y,522,TRACT NO 28492 LOT 369,COUNTY OF LOS ANGELES,"16567 STAGECOACH AVE LAKE LOS ANGEL 93591
3211",16567 STAGECOACH AVE LAKE LOS ANGEL 93591,,
1941,3075-011-006,"$5,367",,522,SE1/4 OF NE1/4 OF SW1/4 OF SEC 27 T 6N R 9W,COUNTY OF LOS ANGELES,"VAC/VIC 175 STE/AVE Q12 BLACK BUTTE CA 93591
0000",VAC/VIC 175 STE/AVE Q12 BLACK BUTTE CA 93591,,
1942,3075-014-009,"$3,402",,522,E 1/2 OF SE 1/4 OF NE 1/4 OF NE 1/4 OF SEC 34 T 6N R 9W,COUNTY OF LOS ANGELES,VAC/VIC AV R2/180 STE BLACK BUTTE CA 93591 0000,VAC/VIC AV R2/180 STE BLACK BUTTE CA 93591,,
1945,3076-011-005,"$3,147",,522,TRACT NO 30750 LOT 9,COUNTY OF LOS ANGELES,"VAC/AVE 0(PAV)/VIC 190 STE BLACK BUTTE CA 93591
0000",VAC/AVE 0(PAV)/VIC 190 STE BLACK BUTTE CA 93591,,
1946,3076-018-030,"$2,110",,522,*NW 1/4 OF SW 1/4 OF SE 1/4 OF SE 1/4 OF SEC 13 T 6N R 9W,COUNTY OF LOS ANGELES,"VAC/VIC AVE 014/200 STE BLACK BUTTE CA 93591
0000",VAC/VIC AVE 014/200 STE BLACK BUTTE CA 93591,,
1947,3076-021-030,"$3,059",,522,TRACT NO 28808 LOT 62,COUNTY OF LOS ANGELES,"VAC/AVE 08/VIC DESERT VISTA DR BLACK BUTTE CA
93591 0000",VAC/AVE 08/VIC DESERT VISTA DR BLACK BUTTE CA 93591,,
1952,3078-017-042,"$4,396",,522,*W 1/2 OF SW 1/4 OF SE 1/4 OF NW 1/4 OF SEC 15 T 6N R 10W,CITY-PALMDALE,VAC/VIC AVE 08/113 STE ALPINE BUTTE C 93591 0000,VAC/VIC AVE 08/113 STE ALPINE BUTTE C 93591,,
1953,3079-003-035,"$2,440",,522,N 1/2 OF SE 1/4 OF NW 1/4 OF NE 1/4 OF NW 1/4 OF SEC 24 T 6N R 10W,COUNTY OF LOS ANGELES,VAC/VIC P1/133 STE ALPINE BUTTE C 93591 0000,VAC/VIC P1/133 STE ALPINE BUTTE C 93591,,
1954,3079-006-070,"$3,335",,522,SE 1/4 OF NW 1/4 OF SE 1/4 OF SE 1/4 OF SEC 22 T 6N R 10W,CITY-PALMDALE,"VAC/VIC AVE P14/118 STE ALPINE BUTTE C 93591
0000",VAC/VIC AVE P14/118 STE ALPINE BUTTE C 93591,,
1955,3079-007-018,"$8,925",,522,RECORD OF SURVEY AS PER BK 75 P 24 OF R S LOT 34,CITY-PALMDALE,"VAC/115 STE/VIC AVE P10 ALPINE BUTTE C 93591
0000",VAC/115 STE/VIC AVE P10 ALPINE BUTTE C 93591,,
1956,3079-013-003,"$2,679",,522,E1/2 OF NE1/4 OF NW1/4 OF NW1/4 (EX OF ST) OF SEC 25 T 6N R 10W,COUNTY OF LOS ANGELES,"VAC/AVE Q(NOG)/VIC 130TH STE SUN VILLAGE CA
93543 0000",VAC/AVE Q(NOG)/VIC 130TH STE SUN VILLAGE CA 93543,,
1957,3079-013-032,"$2,644",,522,NW 1/4 OF SE 1/4 OF NW 1/4 OF NE 1/4 OF SEC 25 T 6N R 10W,COUNTY OF LOS ANGELES,"VAC/VIC AVE Q/136TH STE SUN VILLAGE CA 93543
0000",VAC/VIC AVE Q/136TH STE SUN VILLAGE CA 93543,,
1958,3079-013-039,"$3,093",,522,SW 1/4 OF SE 1/4 OF NW 1/4 OF NW 1/4 OF SEC 25 T 6N R 10W,COUNTY OF LOS ANGELES,"VAC/VIC AVE Q/132ND STE SUN VILLAGE CA 93543
0000",VAC/VIC AVE Q/132ND STE SUN VILLAGE CA 93543,,
1959,3079-013-054,"$2,907",,522,*W 1/2 OF SE 1/4 OF NW 1/4 OF NW 1/4 OF NE 1/4 OF SEC 25 T 6N R 10W,COUNTY OF LOS ANGELES,"VAC/VIC LONGVIEW RD/AVE Q SUN VILLAGE CA
93543 0000",VAC/VIC LONGVIEW RD/AVE Q SUN VILLAGE CA 93543,,
1960,3080-010-009,"$9,804",,522,RECORD OF SURVEY AS PER BK 65 PG 44 OF R S LOT 5,COUNTY OF LOS ANGELES,"VAC/170 STE/VIC AVE S14 BLACK BUTTE CA 93591
0000",VAC/170 STE/VIC AVE S14 BLACK BUTTE CA 93591,,
1961,3080-012-025,"$6,177",,522,RECORD OF SURVEY AS PER BK 76 PG 26-27 OF R S EX OF ST LOT 113,COUNTY OF LOS ANGELES,"VAC/COR 173 STE/AVE T BLACK BUTTE CA 93591
0000",VAC/COR 173 STE/AVE T BLACK BUTTE CA 93591,,
1962,3080-015-030,"$6,732",,522,RECORD OF SURVEY AS PER BK 76 PG 26-27 OF R S LOT 61,COUNTY OF LOS ANGELES,"VAC/COR 170 STE/AVE T4 BLACK BUTTE CA 93591
0000",VAC/COR 170 STE/AVE T4 BLACK BUTTE CA 93591,,
1963,3080-016-030,"$8,897",,522,10 MORE OR LESS ACS SW 1/4 OF NE 1/4 OF SE 1/4 OF SEC 9 T 5N R 9W,COUNTY OF LOS ANGELES,"VAC/VIC 172 STE/AVE T10 BLACK BUTTE CA 93591
0000",VAC/VIC 172 STE/AVE T10 BLACK BUTTE CA 93591,,
1964,3080-020-006,"$3,496",,522,E 1/2 OF S 1/2 OF N 1/2 OF LOT 1 IN NW 1/4 OF SEC 7 T 5N R 9W,COUNTY OF LOS ANGELES,"VAC/VIC 150 STE/AVE T2 BLACK BUTTE CA 93591
0000",VAC/VIC 150 STE/AVE T2 BLACK BUTTE CA 93591,,
1965,3081-004-010,"$2,779",,522,NW 1/4 OF NE 1/4 OF SE 1/4 OF SW 1/4 OF SEC 3 T 5N R 9W,COUNTY OF LOS ANGELES,"VAC/VIC 178 STE/AVE S12 BLACK BUTTE CA 93591
0000",VAC/VIC 178 STE/AVE S12 BLACK BUTTE CA 93591,,
1966,3081-004-011,"$3,222",,522,NE 1/4 OF NE 1/4 OF SE 1/4 OF SW 1/4 OF SEC 3 T 5N R 9W,COUNTY OF LOS ANGELES,"VAC/VIC 180 STE/AVE S12 BLACK BUTTE CA 93591
0000",VAC/VIC 180 STE/AVE S12 BLACK BUTTE CA 93591,,
1967,3081-004-012,"$3,222",,522,SW 1/4 OF NE 1/4 OF SE 1/4 OF SW 1/4 OF SEC 3 T 5N R 9W,COUNTY OF LOS ANGELES,"VAC/VIC 178 STE/AVE S14 BLACK BUTTE CA 93591
0000",VAC/VIC 178 STE/AVE S14 BLACK BUTTE CA 93591,,
